Restaurant; UrlMichelin; Chef; PostalCode ; PriceRange
U Santa Marina;  https://restaurant.michelin.fr/2e7dmcj/u-santa-marina-porto-vecchio; ; 20137; Prix - De 69 € à 125 €
Cyril Attrazic;  https://restaurant.michelin.fr/28rd58x/cyril-attrazic-aumont-aubrac; Cyril Attrazic; 48130; Prix - De 38 € à 95 €
Hostellerie de Plaisance;  https://restaurant.michelin.fr/2cp6y7n/hostellerie-de-plaisance-saint-emilion; Ronan Kervarrec; 33330; Prix - De 68 € à 156 €
Auberge Frankenbourg;  https://restaurant.michelin.fr/29qv5p8/auberge-frankenbourg-la-vancelle; Sébastien Buecher; 67730; Prix - De 40 € à 75 €
Albert 1er;  https://restaurant.michelin.fr/2bnvpvu/albert-1er-chamonix-mont-blanc; ; 74400; 
La Tour des Sens;  https://restaurant.michelin.fr/2dr8ble/la-tour-des-sens-tencin; ; 38570; Prix - De 40 € à 89 €
Mavrommatis;  https://restaurant.michelin.fr/2a95vol/mavrommatis-paris-05; ; 75005; 
La Marine;  https://restaurant.michelin.fr/29n79hz/la-marine-lherbaudiere; ; 85330; 
La Côte Saint-Jacques;  https://restaurant.michelin.fr/2c2ma30/la-cote-saint-jacques-joigny; Jean-Michel Lorain; 89300; Prix - De 79 € à 238 €
Au Déjeuner de Sousceyrac;  https://restaurant.michelin.fr/2b0i0m7/au-dejeuner-de-sousceyrac-sousceyrac-en-quercy; ; 46190; Prix - De 30 € à 80 €
Yoshinori;  https://restaurant.michelin.fr/3361741/yoshinori-paris-06; Yoshinori Morié; 75006; Prix moyen - 45 €
La Fourchette des Ducs;  https://restaurant.michelin.fr/2a5ztne/la-fourchette-des-ducs-obernai; Nicolas Stamm; 67210; Prix - De 120 € à 177 €
Une Table au Sud;  https://restaurant.michelin.fr/29w4kky/une-table-au-sud-marseille-02; ; 13002; 
Auberge de la Tour;  https://restaurant.michelin.fr/aewyhv0/auberge-de-la-tour-marcoles; Renaud Darmanin; 15220; Prix - De 22 € à 66 €
Le Pousse-Pied;  https://restaurant.michelin.fr/376ocf6f/le-pousse-pied-la-tranche-sur-mer; ; 85360; Prix - De 19 € à 65 €
Gordon Ramsay au Trianon;  https://restaurant.michelin.fr/2aiqpqd/gordon-ramsay-au-trianon-versailles; ; 78000; 
Les Fresques;  https://restaurant.michelin.fr/29gdnxp256n/les-fresques-evian-les-bains; Patrice Vander; 74500; Prix - De 75 € à 120 €
JAN;  https://restaurant.michelin.fr/38z104i7/jan-nice; Jan Hendrik van der Westhuizen; 06000; Prix - De 55 € à 164 €
Entre Vigne et Garrigue;  https://restaurant.michelin.fr/2etuup9/entre-vigne-et-garrigue-pujaut; Serge et Maxime Chenet; 30131; Prix - De 38 € à 135 €
L'Impertinent;  https://restaurant.michelin.fr/h2j2em3/limpertinent-biarritz; Fabian Feldmann; 64200; Prix - De 38 € à 88 €
Jérôme Feck;  https://restaurant.michelin.fr/294k5c0/jerome-feck-chalons-en-champagne; ; 51000; Prix - De 66 € à 108 €
La Source;  https://restaurant.michelin.fr/4025941/la-source-saint-galmier; ; 42330; Prix - De 32 € à 70 €
Thierry Schwartz - Le Restaurant;  https://restaurant.michelin.fr/2a619xs/thierry-schwartz-le-restaurant-obernai; ; 67210; Prix - De 59 € à 135 €
La Vieille Tour;  https://restaurant.michelin.fr/2arxchk/la-vieille-tour-plerin; ; 22190; Prix - De 26 € à 79 €
L'Or Q'idée;  https://restaurant.michelin.fr/3616391/lor-qidee-pontoise; ; 95000; Prix - De 37 € à 69 €
Le P'tit Polyte;  https://restaurant.michelin.fr/2bufvvg87/le-ptit-polyte-venosc; Mathew Hegarty; 38860; Prix - De 65 € à 105 €
Le Haut-Allier;  https://restaurant.michelin.fr/2bc2prd/le-haut-allier-le-pont-dalleyras; Philippe Brun; 43580; Prix - De 48 € à 90 €
Auberge de l'Île Barbe;  https://restaurant.michelin.fr/29tj1pj/auberge-de-lile-barbe-lyon-09; Jean-Christophe Ansanay-Alex; 69009; Prix - De 50 € à 158 €
Divellec;  https://restaurant.michelin.fr/2852181/divellec-paris-07; Mathieu Pacaud; 75007; Prix - De 49 € à 210 €
Ô Flaveurs;  https://restaurant.michelin.fr/2dr6qsw/o-flaveurs-douvaine; Jérôme Mamet; 74140; Prix - De 42 € à 105 €
Le Clos St-Pierre;  https://restaurant.michelin.fr/2aqst5c/le-clos-st-pierre-saint-pons; ; 06650; Prix - De 40 € à 69 €
Julien Binz;  https://restaurant.michelin.fr/yi79hbnh/julien-binz-ammerschwihr; Le Chef Julien Binz; 68770; Prix moyen - 35 €
Skab;  https://restaurant.michelin.fr/olnthqo/skab-nimes; ; 30000; Prix - De 26 € à 101 €
Nature;  https://restaurant.michelin.fr/4024971/nature-armentieres; ; 59280; Prix - De 35 € à 72 €
Le Sénéchal;  https://restaurant.michelin.fr/2cv1ygx/le-senechal-sauveterre-de-rouergue; ; 12800; 
L'Atelier du Peintre;  https://restaurant.michelin.fr/2ewn3lj/latelier-du-peintre-colmar; Loïc Lefebvre; 68000; Prix - De 24 € à 80 €
La Bastide de Capelongue;  https://restaurant.michelin.fr/2bj1jms/la-bastide-de-capelongue-bonnieux; ; 84480; Prix - De 100 € à 210 €
La Renaissance;  https://restaurant.michelin.fr/28qk3fo/la-renaissance-argentan; Arnaud Viel; 61200; Prix - De 27 € à 70 €
Au Crocodile;  https://restaurant.michelin.fr/kl196wcf/au-crocodile-strasbourg; Franck Pelux; 67000; Prix - De 48 € à 148 €
Hostellerie Les Gorges de Pennafort;  https://restaurant.michelin.fr/2blmwvy/hostellerie-les-gorges-de-pennafort-callas; ; 83830; 
La Marine;  https://restaurant.michelin.fr/2bgh04f/la-marine-carteret; ; 50270; Prix - De 45 € à 120 €
Fontevraud Le Restaurant;  https://restaurant.michelin.fr/9pbvgq6a/fontevraud-le-restaurant-fontevraud-labbaye; Thibaut  Ruggeri; 49590; Prix - De 58 € à 105 €
Le Saint-Martin;  https://restaurant.michelin.fr/2d1gnwo/le-saint-martin-vence; Jean-Luc Lefrançois; 06140; Prix - De 42 € à 160 €
Jean Sulpice;  https://restaurant.michelin.fr/3636676/jean-sulpice-talloires-montmin; ; 74290; Prix - De 105 € à 225 €
La Signoria;  https://restaurant.michelin.fr/2bs90l6/la-signoria-calvi; Alexandre Fabris; 20260; Prix - De 50 € à 95 €
L'Aparté;  https://restaurant.michelin.fr/xay649ax/laparte-montrabe; Jérémy Morin; 31850; Prix - De 29 € à 87 €
Alcyone;  https://restaurant.michelin.fr/3f9eksg5n/alcyone-marseille-02; Lionel Levy; 13002; Prix moyen - 99 €
La Réserve Rimbaud;  https://restaurant.michelin.fr/2d8d9p1/la-reserve-rimbaud-montpellier; Charles Fontes; 34000; Prix - De 40 € à 100 €
L'Arôme;  https://restaurant.michelin.fr/2e8vcj7/larome-paris-08; Thomas Boullault; 75008; Prix - De 59 € à 129 €
Transparence - La Table de Patrick Fréchin;  https://restaurant.michelin.fr/2jtf0iqj/transparence-la-table-de-patrick-frechin-nancy; ; 54000; Prix - De 32 € à 80 €
L'Aquarelle;  https://restaurant.michelin.fr/2dk9wkt/laquarelle-breuillet; ; 17920; 
La Nouvelle Auberge;  https://restaurant.michelin.fr/2a2adlj/la-nouvelle-auberge-wihr-au-val; Bernard Leray; 68230; Prix - De 39.8 € à 85 €
Agapé;  https://restaurant.michelin.fr/2eo1t6h/agape-paris-17; ; 75017; 
Le Coquillage;  https://restaurant.michelin.fr/291q1xd/le-coquillage-saint-meloir-des-ondes; ; 35350; Prix - De 72 € à 139 €
La Merise;  https://restaurant.michelin.fr/3614676/la-merise-laubach; ; 67580; Prix - De 27 € à 95 €
Château de Vauchoux;  https://restaurant.michelin.fr/2alwjjs/chateau-de-vauchoux-vauchoux; ; 70170; Prix - De 88 € à 148 €
Le Strasbourg;  https://restaurant.michelin.fr/28x69qn/le-strasbourg-bitche; Lutz Janisch; 57230; Prix - De 40 € à 80 €
Les Trois Dômes;  https://restaurant.michelin.fr/29svngf/les-trois-domes-lyon-02; ; 69002; Prix - De 48 € à 125 €
Le Quincangrogne;  https://restaurant.michelin.fr/u1pjp7ux/le-quincangrogne-dampmart; Franck Charpentier; 77400; Prix - De 39 € à 59 €
Christopher Coutanceau;  https://restaurant.michelin.fr/2apfrj5/christopher-coutanceau-la-rochelle; Christopher Coutanceau; 17000; Prix - De 68 € à 165 €
L'Auberge de Bagatelle;  https://restaurant.michelin.fr/3616226/lauberge-de-bagatelle-le-mans; ; 72000; Prix - De 38 € à 90 €
Initial;  https://restaurant.michelin.fr/sd2y8ik/initial-caen; ; 14000; 
L'Épuisette;  https://restaurant.michelin.fr/29w1hx9/lepuisette-marseille-07; Guillaume Sourrieu; 13007; Prix - De 70 € à 105 €
Villa Archange;  https://restaurant.michelin.fr/2f4ok2n/villa-archange-le-cannet; ; 06110; 
L'Aspérule;  https://restaurant.michelin.fr/4040011/lasperule-dijon; ; 21000; Prix - De 35 € à 105 €
Nakatani;  https://restaurant.michelin.fr/3x81832/nakatani-paris-07; ; 75007; Prix - De 55 € à 165 €
Pèir;  https://restaurant.michelin.fr/r9fvmyyv/peir-gordes; ; 84220; Prix - De 85 € à 255 €
Pilgrim;  https://restaurant.michelin.fr/4033946/pilgrim-paris-15; ; 75015; Prix - De 40 € à 85 €
Les Loges;  https://restaurant.michelin.fr/29t3z0x/les-loges-lyon-05; ; 69005; 
Sarkara;  https://restaurant.michelin.fr/4040361/sarkara-courchevel-1850; ; 73120; Prix - De 78 € à 150 €
Château de Vault de Lugny;  https://restaurant.michelin.fr/2bezvvp/chateau-de-vault-de-lugny-vault-de-lugny; ; 89200; 
Dyades au Domaine des Étangs;  https://restaurant.michelin.fr/2f0stuh/dyades-au-domaine-des-etangs-massignac; ; 16310; Prix - De 30 € à 150 €
Le Jardin des Plumes;  https://restaurant.michelin.fr/omm63qr/le-jardin-des-plumes-giverny; ; 27620; Prix - De 52 € à 98 €
Le Chabichou;  https://restaurant.michelin.fr/2btao3c/le-chabichou-courchevel-1850; Michel Rochedy et Stéphane Buron; 73120; Prix - De 75 € à 275 €
La Table d'Hôtes - Le Quatrième Mur;  https://restaurant.michelin.fr/3623606/la-table-dhotes-le-quatrieme-mur-bordeaux; ; 33000; Prix moyen - 170 €
Passage 53;  https://restaurant.michelin.fr/2ezpxm7/passage-53-paris-02; ; 75002; Prix - De 120 € à 240 €
La Table de l'Alpaga;  https://restaurant.michelin.fr/9tlmhvt/la-table-de-lalpaga-megeve; Anthony Bisquerra; 74120; Prix - De 105 € à 210 €
Pur' - Jean-François Rouquette;  https://restaurant.michelin.fr/2dqiunf/pur-jean-francois-rouquette-paris-02; Jean-François Rouquette; 75002; Prix - De 155 € à 275 €
Le Château de Sable;  https://restaurant.michelin.fr/2nnu14s6/le-chateau-de-sable-porspoder; ; 29840; Prix - De 25 € à 100 €
Guy Savoy;  https://restaurant.michelin.fr/2afciv4/guy-savoy-paris-06; Guy SAVOY; 75006; Prix - De 234 € à 415 €
Ivan Vautier;  https://restaurant.michelin.fr/290z3mh/ivan-vautier-caen; Ivan Vautier; 14000; Prix - De 35.5 € à 105 €
Sur Mesure par Thierry Marx;  https://restaurant.michelin.fr/6f226za/sur-mesure-par-thierry-marx-paris-01; Thierry Marx; 75001; Prix - De 85 € à 210 €
Le Chiquito;  https://restaurant.michelin.fr/2ago3w6/le-chiquito-mery-sur-oise; ; 95540; Prix - De 67 € à 79 €
Mère Brazier;  https://restaurant.michelin.fr/2et3r6g/mere-brazier-lyon; Mathieu Viannay; 69001; Prix - De 70 € à 180 €
Alexandre;  https://restaurant.michelin.fr/2a57m2j/alexandre-garons; Michel Kayser; 30128; Prix - De 52 € à 118 €
Le Prieuré;  https://restaurant.michelin.fr/28od0rp/le-prieure-ambierle; ; 42820; Prix - De 48 € à 98 €
La Grenouillère;  https://restaurant.michelin.fr/2a0ne3f/la-grenouillere-la-madelaine-sous-montreuil; ; 62170; Prix - De 80 € à 160 €
1741;  https://restaurant.michelin.fr/amv21i8/1741-strasbourg; ; 67000; Prix - De 42 € à 129 €
Le Grand Cap;  https://restaurant.michelin.fr/2851511/le-grand-cap-leucate; ; 11370; Prix - De 36 € à 123 €
Bras;  https://restaurant.michelin.fr/2c3ezsd/bras-laguiole; ; 12210; Prix - De 145 € à 230 €
Le Skiff Club;  https://restaurant.michelin.fr/2851256/le-skiff-club-la-teste-de-buch; ; 33260; Prix - De 100 € à 150 €
Jérôme Brochot;  https://restaurant.michelin.fr/29zgkr3/jerome-brochot-montceau-les-mines; ; 71300; Prix - De 29 € à 75 €
Kei;  https://restaurant.michelin.fr/9tmwymw/kei-paris-01; Kei Kobayashi; 75001; Prix - De 56 € à 195 €
Château de Courban;  https://restaurant.michelin.fr/2emcabb/chateau-de-courban-courban; Takashi Kinoshita; 21520; Prix - De 49 € à 149 €
Lou Cigalon - Maison Martin;  https://restaurant.michelin.fr/41vsxiz/lou-cigalon-maison-martin-valbonne; ; 06560; Prix - De 35 € à 106 €
L'Orchidée;  https://restaurant.michelin.fr/4039781/lorchidee-altkirch; ; 68130; Prix - De 18 € à 65 €
L'Escarbille;  https://restaurant.michelin.fr/2dtzs6c/lescarbille-meudon; ; 92190; Prix - De 42 € à 69 €
La Grand'Vigne;  https://restaurant.michelin.fr/28yhuxy/la-grandvigne-martillac; Nicolas Masse; 33650; Prix - De 75 € à 157 €
Racine;  https://restaurant.michelin.fr/eiak4cnv/racine-reims; ; 51100; Prix - De 45 € à 100 €
Les Voiles d'Or;  https://restaurant.michelin.fr/2dtoif7/les-voiles-dor-dieppe; Tristan Arhan; 76200; Prix - De 38 € à 70 €
Aux Terrasses;  https://restaurant.michelin.fr/2b44str/aux-terrasses-tournus; ; 71700; Prix - De 26 € à 96 €
Les Genêts;  https://restaurant.michelin.fr/3ws5njk2/les-genets-brem-sur-mer; ; 85470; Prix - De 21 € à 59 €
L'Abysse au Pavillon Ledoyen;  https://restaurant.michelin.fr/4033636/labysse-au-pavillon-ledoyen-paris-08; ; 75008; Prix - De 98 € à 280 €
Le Moulin de la Gorce;  https://restaurant.michelin.fr/2awwemv/le-moulin-de-la-gorce-la-roche-labeille; ; 87800; 
Cobéa;  https://restaurant.michelin.fr/2adr3mu/cobea-paris-14; Philippe Bélissent; 75014; Prix - De 50 € à 120 €
SEPT;  https://restaurant.michelin.fr/2b38wht/sept-toulouse; ; 31000; Prix - De 32 € à 108 €
Terre-Mer;  https://restaurant.michelin.fr/2f8kr60/terre-mer-auray; ; 56400; Prix - De 34 € à 85 €
Le Pavé d'Auge;  https://restaurant.michelin.fr/28wgjgo/le-pave-dauge-beuvron-en-auge; Jérôme Bansard; 14430; Prix - De 38 € à 68 €
Intuition;  https://restaurant.michelin.fr/3ffxvs0j/intuition-saint-lo; ; 50000; Prix - De 25 € à 67 €
Les Bories;  https://restaurant.michelin.fr/2byq8tg/les-bories-gordes; ; 84220; Prix - De 29 € à 97 €
Py-r;  https://restaurant.michelin.fr/2fdyj14/py-r-toulouse; ; 31000; Prix - De 58 € à 78 €
La Ribaudière;  https://restaurant.michelin.fr/29o99va/la-ribaudiere-bourg-charente; ; 16200; Prix - De 50 € à 115 €
Casadelmar;  https://restaurant.michelin.fr/2dk81h5143/casadelmar-porto-vecchio; Fabio Bragagnolo; 20137; Prix - De 70 € à 195 €
L'Ours;  https://restaurant.michelin.fr/4030051/lours-vincennes; ; 94300; Prix - De 45 € à 105 €
Troisgros - Le Bois sans Feuilles;  https://restaurant.michelin.fr/2cm53gy/troisgros-le-bois-sans-feuilles-ouches; Michel et César Troisgros; 42155; Prix - De 140 € à 250 €
L'Arnsbourg;  https://restaurant.michelin.fr/yjkdc8kf/larnsbourg-baerenthal; Fabien Mengus; 57230; Prix - De 55 € à 133 €
Accents Table Bourse;  https://restaurant.michelin.fr/4036951/accents-table-bourse-paris-02; ; 75002; Prix - De 39 € à 73 €
Les Funambules;  https://restaurant.michelin.fr/4035231/les-funambules-strasbourg; ; 67000; Prix - De 20 € à 54 €
Restaurant de Tourrel;  https://restaurant.michelin.fr/4038001/restaurant-de-tourrel-saint-remy-de-provence; ; 13210; Prix - De 55 € à 89 €
Toya;  https://restaurant.michelin.fr/3vxe9bf/toya-faulquemont; Loïc Villemin; 57380; Prix - De 42 € à 120 €
L'Étang du Moulin;  https://restaurant.michelin.fr/28xqe8v/letang-du-moulin-bonnetage; Jacques Barnachon; 25210; Prix - De 48 € à 87 €
Äponem - Auberge du Presbytère;  https://restaurant.michelin.fr/4040591/aponem-auberge-du-presbytere-vailhan; ; 34320; Prix - De 38 € à 75 €
Le 7ème Continent;  https://restaurant.michelin.fr/9tnfzh4/le-7eme-continent-rixheim; ; 68170; 
Jérémy Galvan;  https://restaurant.michelin.fr/3plxd2e/jeremy-galvan-lyon-05; ; 69005; 
La Ferme de l'Hospital;  https://restaurant.michelin.fr/2atzy38/la-ferme-de-lhospital-bossey; Jean-Jacques Noguier; 74160; Prix - De 44 € à 100 €
Le Millénaire;  https://restaurant.michelin.fr/2ank1c1/le-millenaire-reims; Laurent et Thibault Laplaige; 51100; Prix - De 35 € à 120 €
Le Royal;  https://restaurant.michelin.fr/4033846/le-royal-champillon; ; 51160; Prix - De 62 € à 180 €
Le Grand Bleu;  https://restaurant.michelin.fr/2d6bc3s/le-grand-bleu-sarlat-la-caneda; Maxime Lebrun; 24200; Prix - De 26 € à 130 €
La Ville Blanche;  https://restaurant.michelin.fr/29pm63n/la-ville-blanche-la-ville-blanche; ; 22300; Prix - De 37 € à 86 €
Ima;  https://restaurant.michelin.fr/3616751/ima-rennes; ; 35000; Prix - De 30 € à 90 €
Le Pré Catelan;  https://restaurant.michelin.fr/2af46v7/le-pre-catelan-paris-16; ; 75016; Prix - De 140 € à 310 €
Au 14 Février;  https://restaurant.michelin.fr/2f80e2p/au-14-fevrier-saint-valentin; ; 36100; 
Le Carmin;  https://restaurant.michelin.fr/8zb6c2d4/le-carmin-beaune; Christophe Quéant; 21200; Prix - De 25 € à 100 €
L'Abeille;  https://restaurant.michelin.fr/2fcezsf/labeille-paris-16; ; 75016; Prix - De 150 € à 250 €
La Robe;  https://restaurant.michelin.fr/3ffqpazw/la-robe-montaigu; ; 85600; Prix - De 29 € à 75 €
Loiseau rive Gauche;  https://restaurant.michelin.fr/2aaahmg/loiseau-rive-gauche-paris-07; ; 75007; 
Stéphane Tournié - Les Jardins de l'Opéra;  https://restaurant.michelin.fr/2b3631b/stephane-tournie-les-jardins-de-lopera-toulouse; Stéphane Tournié; 31000; Prix - De 32 € à 99 €
L'Alchémille;  https://restaurant.michelin.fr/ua3c2rxf/lalchemille-kaysersberg-vignoble; ; 68240; Prix - De 32 € à 98 €
Au 14 Février;  https://restaurant.michelin.fr/2f8f1gn/au-14-fevrier-lyon-05; ; 69005; Prix moyen - 92 €
Hostellerie Jérôme;  https://restaurant.michelin.fr/2b5e0ez/hostellerie-jerome-la-turbie; Bruno Cirino; 06320; Prix - De 96 € à 158 €
Racines;  https://restaurant.michelin.fr/4031571/racines-paris-02; ; 75002; Prix - De 40 € à 60 €
Serge Vieira;  https://restaurant.michelin.fr/2ey495p/serge-vieira-chaudes-aigues; ; 15110; Prix - De 92 € à 155 €
La Chaumière;  https://restaurant.michelin.fr/2buz227/la-chaumiere-dole; Joël Césari; 39100; Prix - De 26 € à 90 €
Les Explorateurs;  https://restaurant.michelin.fr/ui89zrwk/les-explorateurs-val-thorens; Josselin Jeanblanc; 73440; Prix - De 60 € à 100 €
Lucas Carton;  https://restaurant.michelin.fr/2abav0l/lucas-carton-paris-08; Julien Dumas; 75008; Prix - De 89 € à 151 €
Auberge du Vert Mont;  https://restaurant.michelin.fr/13ppe4f4/auberge-du-vert-mont-boeschepe; ; 59299; Prix - De 21 € à 60 €
Le Quinzième - Cyril Lignac;  https://restaurant.michelin.fr/2dtfbbi/le-quinzieme-cyril-lignac-paris-15; Cyril Lignac; 75015; Prix - De 69 € à 180 €
Louis;  https://restaurant.michelin.fr/cmfchcva/louis-paris-09; ; 75009; 
Shang Palace;  https://restaurant.michelin.fr/2fcezsf205/shang-palace-paris-16; Samuel Lee; 75016; Prix - De 48 € à 280 €
L'Olivier;  https://restaurant.michelin.fr/2css2bw/lolivier-saint-tropez; Phillipe Colinet; 83990; Prix - De 75 € à 100 €
Ken Kawasaki;  https://restaurant.michelin.fr/ximkypex/ken-kawasaki-paris-18; ; 75018; Prix - De 45 € à 70 €
Le Roc Alto;  https://restaurant.michelin.fr/8xdk7lc4/le-roc-alto-saint-veran; ; 05350; Prix - De 65 € à 115 €
Les Terrasses de Lyon;  https://restaurant.michelin.fr/29t2ib7/les-terrasses-de-lyon-lyon-05; David Delsart; 69005; Prix - De 76 € à 120 €
Le George;  https://restaurant.michelin.fr/9q8vl0jf/le-george-paris-08; Simone Zanoni; 75008; Prix - De 65 € à 110 €
La Maison dans le Parc;  https://restaurant.michelin.fr/2elnjes/la-maison-dans-le-parc-nancy; ; 54000; 
Comice;  https://restaurant.michelin.fr/3616836/comice-paris-16; ; 75016; Prix - De 46 € à 120 €
Copenhague;  https://restaurant.michelin.fr/2916876/copenhague-paris-08; ; 75008; 
Lait Thym Sel;  https://restaurant.michelin.fr/4027706/lait-thym-sel-angers; ; 49000; Prix moyen - 50 €
Cayola;  https://restaurant.michelin.fr/2arajo6/cayola-chateau-dolonne; ; 85180; Prix - De 39 € à 108 €
Le Pavillon;  https://restaurant.michelin.fr/2b3t8kh/le-pavillon-le-touquet-paris-plage; ; 62520; Prix - De 65 € à 155 €
Château Blanchard;  https://restaurant.michelin.fr/ou4s65x/chateau-blanchard-chazelles-sur-lyon; ; 42140; Prix - De 30 € à 92 €
La Sommelière;  https://restaurant.michelin.fr/4037936/la-sommeliere-lyon-05; ; 69005; Prix moyen - 72 €
Domaine des Séquoias;  https://restaurant.michelin.fr/28zo6i3/domaine-des-sequoias-ruy; Eric Jambon; 38300; Prix - De 40 € à 130 €
Rozo;  https://restaurant.michelin.fr/4036171/rozo-lille; ; 59000; Prix - De 29 € à 62 €
