Hotel; Restaurants; Url
                                        ;  L'Envers du Décor ; https://www.relaischateaux.com/us/france/restaurant/hostellerie-de-plaisance-gironde-saint-emilion

                                            Le Vieux Logis
                                        ;  Le Vieux Logis ; https://www.relaischateaux.com/us/france/restaurant/le-vieux-logis-dordogne-tremolat

                                            Le Vieux Logis
                                        ;  Le Bistrot ; https://www.relaischateaux.com/us/france/restaurant/le-vieux-logis-dordogne-tremolat

                                            Hostellerie La Briqueterie
                                        ; Restaurant de l'Hostellerie la Briqueterie ; https://www.relaischateaux.com/us/france/restaurant/restaurant-de-l-hostellerie-la-briqueterie-marne-vinay

                                            Château de Bagnols
                                        ; 1217 ; https://www.relaischateaux.com/us/france/restaurant/la-salle-des-gardes-rhone-alpes-bagnols

                                            Moulin de l’Abbaye
                                        ;  Au Fil du Temps 

                                            Moulin de l’Abbaye
                                        ;  Au Fil de l'Eau 

                                            La Chapelle Saint-Martin
                                        ;  La Chapelle Saint Martin ; https://www.relaischateaux.com/us/france/restaurant/la-chapelle-saint-martin-haute-vienne-nieul

                                            Auberge du Jeu de Paume
                                        ;  La Table du Connétable ; https://www.relaischateaux.com/us/france/restaurant/la-table-du-connetable-oise-chantilly

                                            Auberge du Jeu de Paume
                                        ;  Le Jardin d'Hiver ; https://www.relaischateaux.com/us/france/restaurant/la-table-du-connetable-oise-chantilly

                                            L'Auberge Basque
                                        ; La Table de l'Auberge Basque ; https://www.relaischateaux.com/us/france/restaurant/la-table-de-l-auberge-basque-pyrenees-atlantiques-saint-pee-sur-nivelle

                                            Château de Courcelles
                                        ; Château de Courcelles ; https://www.relaischateaux.com/us/france/restaurant/restaurant-chateau-de-courcelles-aisne-courcelles-sur-vesle

                                            Hameau Albert Ier
                                        ;  Albert 1er ; https://www.relaischateaux.com/us/france/restaurant/albert-1er-haute-savoie-chamonix-mont-blanc

                                            Hameau Albert Ier
                                        ;  La Maison Carrier ; https://www.relaischateaux.com/us/france/restaurant/albert-1er-haute-savoie-chamonix-mont-blanc

                                            Hôtel-Spa La Bouitte – Restaurant René et Maxime Meilleur
                                        ; Restaurant René & Maxime Meilleur ; https://www.relaischateaux.com/us/france/restaurant/la-bouitte-savoie-saint-martin-de-belleville

                                            La Grenouillère
                                        ;  La Grenouillère ; https://www.relaischateaux.com/us/france/restaurant/la-grenouillere-pas-de-calais-la-madelaine-sous-montreuil

                                            La Grenouillère
                                        ;  Froggy's Tavern ; https://www.relaischateaux.com/us/france/restaurant/la-grenouillere-pas-de-calais-la-madelaine-sous-montreuil

                                            La Bastide de Saint-Tropez
                                        ;  L’Olivier ; https://www.relaischateaux.com/us/france/restaurant/l-olivier-var-saint-tropez

                                            La Bastide de Saint-Tropez
                                        ;  Le Bistro de la Bastide ; https://www.relaischateaux.com/us/france/restaurant/l-olivier-var-saint-tropez

                                            Le Clos
                                        ; Le Clos ; https://www.relaischateaux.com/us/france/restaurant/le-clos-normandie-verneuil-sur-avre

                                            Le Saint-James Bouliac
                                        ;  Le Saint-James Bouliac ; https://www.relaischateaux.com/us/france/restaurant/le-saint-james-bouliac-gironde-bouliac

                                            Le Saint-James Bouliac
                                        ;  Le Café de L'Espérance ; https://www.relaischateaux.com/us/france/restaurant/le-saint-james-bouliac-gironde-bouliac

                                            Le Club de Cavalière & Spa
                                        ; La Vieille Fontaine ; https://www.relaischateaux.com/us/france/restaurant/la-vieille-fontaine-var-le-lavandou-cavaliere

                                            Le Chambard
                                        ;  La Table d'Olivier Nasti ; https://www.relaischateaux.com/us/france/restaurant/64-le-restaurant

                                            Le Chambard
                                        ;  La Winstub ; https://www.relaischateaux.com/us/france/restaurant/64-le-restaurant

                                            La Chapelle Saint-Martin
                                        ;  La Table du Couvent 

                                            La Chapelle Saint-Martin
                                        ;  Le 27 Restaurant 

                                            Le Petit Nice-Passedat
                                        ;  Le Petit Nice ; https://www.relaischateaux.com/us/france/restaurant/le-petit-nice-bouches-du-rhone-marseille

                                            Le Petit Nice-Passedat
                                        ;  Le 1917 ; https://www.relaischateaux.com/us/france/restaurant/le-petit-nice-bouches-du-rhone-marseille

                                            Le Phébus & Spa - Villa des Anges
                                        ;  La Table de Xavier Mathieu ; https://www.relaischateaux.com/us/france/restaurant/restaurant-xavier-mathieu-vaucluse-gordes

                                            Le Phébus & Spa - Villa des Anges
                                        ;  Le Café de la Fontaine ; https://www.relaischateaux.com/us/france/restaurant/restaurant-xavier-mathieu-vaucluse-gordes

                                            Troisgros
                                        ;  Le Bois sans Feuilles ; https://www.relaischateaux.com/us/france/restaurant/troisgros-loire-ouches

                                            Les Prés d’Eugénie - Maison Guérard
                                        ;  Restaurant Michel Guérard ; https://www.relaischateaux.com/us/france/restaurant/les-pres-d-eugenie-michel-guerard-landes-eugenie-les-bains

                                            Le Castel Marie-Louise
                                        ; Castel Marie-Louise ; https://www.relaischateaux.com/us/france/restaurant/castel-marie-louise-loire-atlantique-la-baule

                                            Coquillade Village
                                        ;  Le Gourmet ; https://www.relaischateaux.com/us/france/restaurant/le-gourmet-vaucluse-gargas

                                            Flocons de Sel
                                        ;  Flocons de Sel ; https://www.relaischateaux.com/us/france/restaurant/flocons-de-sel-haute-savoie-megeve

                                            Flocons de Sel
                                        ;  Flocons Village ; https://www.relaischateaux.com/us/france/restaurant/flocons-de-sel-haute-savoie-megeve

                                            Hostellerie de Levernois
                                        ;  Le Gastronomique ; https://www.relaischateaux.com/us/france/restaurant/le-gastronomique-cote-d-or-levernois-beaune

                                            Hostellerie de Levernois
                                        ;  Le Bistrot du Bord de l'Eau ; https://www.relaischateaux.com/us/france/restaurant/le-gastronomique-cote-d-or-levernois-beaune

                                            Troisgros
                                        ;  Le Central 

                                            Troisgros
                                        ;  La Colline du Colombier 

                                            Assiette Champenoise
                                        ; L'Assiette Champenoise ; https://www.relaischateaux.com/us/france/restaurant/assiette-champenoise-restaurant

                                            La Bonne Étape
                                        ;  La Bonne Étape ; https://www.relaischateaux.com/us/france/restaurant/la-bonne-etape-alpes-de-haute-provence-chateau-arnoux

                                            La Bonne Étape
                                        ;  Au Goût du Jour ; https://www.relaischateaux.com/us/france/restaurant/la-bonne-etape-alpes-de-haute-provence-chateau-arnoux

                                            Le Prieuré Baumanière
                                        ; Le Prieuré ; https://www.relaischateaux.com/us/france/restaurant/le-prieure-gard-villeneuve-lez-avignon

                                            Les Bergeries de Palombaggia
                                        ; La Table de Mina ; https://www.relaischateaux.com/us/france/restaurant/la-table-de-mina-corse-du-sud-porto-vecchio

                                            Abbaye de la Bussière
                                        ;  Gastronomique ; https://www.relaischateaux.com/us/france/restaurant/gastronomique-cote-d-or-la-bussiere-sur-ouche

                                            Abbaye de la Bussière
                                        ;  Bistrot des Moines ; https://www.relaischateaux.com/us/france/restaurant/gastronomique-cote-d-or-la-bussiere-sur-ouche

                                            Clarance Hôtel
                                        ; La Table ; https://www.relaischateaux.com/us/france/restaurant/la-table-nord-lille

                                            Hôtel & Spa du Castellet
                                        ;  Restaurant Christophe Bacquié ; https://www.relaischateaux.com/us/france/restaurant/restaurant-christophe-bacquie-var-le-castellet

                                            Hôtel & Spa du Castellet
                                        ;  San Felice ; https://www.relaischateaux.com/us/france/restaurant/restaurant-christophe-bacquie-var-le-castellet

                                            Grand Hôtel du Lion d’Or
                                        ; Grand Hôtel du Lion d'Or ; https://www.relaischateaux.com/us/france/restaurant/grand-hotel-du-lion-d-or-loir-et-cher-romorantin-lanthenay

                                            Château de Locguénolé
                                        ; Château de Locguénolé ; https://www.relaischateaux.com/us/france/restaurant/chateau-de-locguenole-morbihan-kervignac

                                            L’Arnsbourg Restaurant et Hôtel
                                        ; L'Arnsbourg ; https://www.relaischateaux.com/us/france/restaurant/l-arnsbourg-moselle-baerenthal

                                            Hostellerie La Cheneaudière & Spa
                                        ; Hostellerie La Cheneaudière & Spa ; https://www.relaischateaux.com/us/france/restaurant/hostellerie-la-cheneaudiere-spa-bas-rhin-colroy-la-roche

                                            Le Saint-Paul
                                        ; Le Saint-Paul ; https://www.relaischateaux.com/us/france/restaurant/le-saint-paul-alpes-maritimes-saint-paul-de-vence

                                            Château d’Adoménil
                                        ; Chateau d'Adomenil ; https://www.relaischateaux.com/us/france/restaurant/chateau-d-adomenil-meurthe-et-moselle-luneville

                                            Le Relais Bernard Loiseau – Spa Loiseau des Sens
                                        ;  Bernard Loiseau ; https://www.relaischateaux.com/us/france/restaurant/bernard-loiseau-cote-d-or-saulieu

                                            Le Relais Bernard Loiseau – Spa Loiseau des Sens
                                        ;  Loiseau des Sens ; https://www.relaischateaux.com/us/france/restaurant/bernard-loiseau-cote-d-or-saulieu

                                            Le Grand Cœur & Spa
                                        ; Le Grand Coeur & Spa ; https://www.relaischateaux.com/us/france/restaurant/le-grand-coeur-spa-savoie-meribel

                                            Le Domaine de Verchant
                                        ;  Verchant ; https://www.relaischateaux.com/us/france/restaurant/le-domaine-de-verchant-herault-montpellier

                                            Le Domaine de Verchant
                                        ;  La Plage dans les Vignes ; https://www.relaischateaux.com/us/france/restaurant/le-domaine-de-verchant-herault-montpellier

                                            Domaine d’Auriac
                                        ;  Le restaurant Bernard Rigaudis ; https://www.relaischateaux.com/us/france/restaurant/le-restaurant-bernard-rigaudis-aude-carcassonne

                                            Domaine d’Auriac
                                        ;  Le Bistrot d'Auriac ; https://www.relaischateaux.com/us/france/restaurant/le-restaurant-bernard-rigaudis-aude-carcassonne

                                            Cap d’Antibes Beach Hotel
                                        ;  Les Pêcheurs ; https://www.relaischateaux.com/us/france/restaurant/les-pecheurs-alpes-maritimes-cap-d-antibes

                                            Cap d’Antibes Beach Hotel
                                        ;  Le Cap ; https://www.relaischateaux.com/us/france/restaurant/les-pecheurs-alpes-maritimes-cap-d-antibes

                                            Les Prés d’Eugénie - Maison Guérard
                                        ;  Auberge de La Ferme aux Grives 

                                            Les Prés d’Eugénie - Maison Guérard
                                        ;  Le Café Mère Poule 

                                            Yoann Conte – Bord du Lac Hôtel Restaurant
                                        ;  Hôtel Restaurant Yoann Conte – Bord du Lac ; https://www.relaischateaux.com/us/france/restaurant/hotel-restaurant-yoann-conte-bord-du-lac-haute-savoie-veyrier-du-lac

                                            Yoann Conte – Bord du Lac Hôtel Restaurant
                                        ;  Yoann Côté Jardin ; https://www.relaischateaux.com/us/france/restaurant/hotel-restaurant-yoann-conte-bord-du-lac-haute-savoie-veyrier-du-lac

                                            Le Mas de Pierre
                                        ;  La Table de Pierre ; https://www.relaischateaux.com/us/france/restaurant/la-table-de-pierre-alpes-maritimes-saint-paul-de-vence

                                            Le Mas de Pierre
                                        ;  Lis Orto ; https://www.relaischateaux.com/us/france/restaurant/la-table-de-pierre-alpes-maritimes-saint-paul-de-vence

                                            Château de Montreuil
                                        ; Château de Montreuil ; https://www.relaischateaux.com/us/france/restaurant/chateau-de-montreuil-pas-de-calais-montreuil

                                            Domaine de la Bretesche Golf & Spa
                                        ;  Le Montaigu ; https://www.relaischateaux.com/us/france/restaurant/le-montaigu-loire-atlantique-missillac

                                            Domaine de la Bretesche Golf & Spa
                                        ;  Le Club ; https://www.relaischateaux.com/us/france/restaurant/le-montaigu-loire-atlantique-missillac

                                            Château de Noizay
                                        ; Le Castel ; https://www.relaischateaux.com/us/france/restaurant/le-castel-indre-et-loire-noizay

                                            Château de Codignat
                                        ; Château de Codignat ; https://www.relaischateaux.com/us/france/restaurant/chateau-de-codignat-puy-de-dome-bort-l-etang

                                            Coquillade Village
                                        ;  Le Bistrot ou le Jardin dans les Vignes 

                                            Coquillade Village
                                        ;  Ristorante 

                                            Château de La Chèvre d’Or
                                        ;  La Chèvre d'Or ; https://www.relaischateaux.com/us/france/restaurant/la-chevre-d-or-alpes-maritimes-eze-village

                                            Château de Drudas
                                        ; Le Verdurier ; https://www.relaischateaux.com/us/france/restaurant/le-verdurier-drudas

                                            Hôtel de la Plage
                                        ; Hôtel de la Plage ; https://www.relaischateaux.com/us/france/restaurant/hotel-de-la-plage-finistere-sainte-anne-la-palud

                                            Villa Florentine
                                        ; Les Terrasses de Lyon ; https://www.relaischateaux.com/us/france/restaurant/les-terrasses-de-lyon-rhone-lyon

                                            L’Hôtel de Toiras & Villa Clarisse
                                        ; La Table d'Olivia ; https://www.relaischateaux.com/us/france/restaurant/la-table-d-olivia-charente-maritime-saint-martin-de-re

                                            Maison Pic
                                        ;  Anne-Sophie Pic - Le Restaurant ; https://www.relaischateaux.com/us/france/restaurant/pic-drome-valence

                                            Maison Pic
                                        ;  André ; https://www.relaischateaux.com/us/france/restaurant/pic-drome-valence

                                            Château d’Audrieu
                                        ; Le Séran ; https://www.relaischateaux.com/us/france/restaurant/chateau-d-audrieu-calvados-audrieu

                                            Les Maisons de Bricourt
                                        ; Le Coquillage ; https://www.relaischateaux.com/us/france/restaurant/le-coquillage-ille-et-vilaine-saint-meloir-des-ondes

                                            Royal Champagne Hotel & Spa
                                        ;  Le Royal ; https://www.relaischateaux.com/us/france/restaurant/royal-champagne-marne-champillon

                                            Royal Champagne Hotel & Spa
                                        ;  Le Bellevue 

                                            Royal Champagne Hotel & Spa
                                        ;  Le Bellevue Bar 

                                            Pan Deï Palais
                                        ; Pan Deï Palais ; https://www.relaischateaux.com/us/france/restaurant/pan-dei-palais-var-saint-tropez

                                            La Maison d'Uzès
                                        ; La Table d'Uzès ; https://www.relaischateaux.com/us/france/restaurant/la-table-d-uzes-gard-uzes

                                            Château de Mirambeau
                                        ; Château de Mirambeau ; https://www.relaischateaux.com/us/france/restaurant/chateau-de-mirambeau-charente-maritime-mirambeau

                                            Château de la Treyne
                                        ; Château de la Treyne ; https://www.relaischateaux.com/us/france/restaurant/chateau-de-la-treyne-lot-lacave

                                            Hôtel Crillon le Brave
                                        ;  Restaurant La Madeleine ; https://www.relaischateaux.com/us/france/restaurant/restaurant-jerome-blanchet-vaucluse-crillon-le-brave

                                            Hôtel Crillon le Brave
                                        ;  La Table du Ventoux 

                                            Hôtel Crillon le Brave
                                        ;  La Grange 

                                            Hôtel Parc Victoria
                                        ; Les Lierres ; https://www.relaischateaux.com/us/france/restaurant/les-lierres-pyrenees-atlantiques-saint-jean-de-luz

                                            La Réserve
                                        ; La Réserve ; https://www.relaischateaux.com/us/france/restaurant/la-reserve-tarn-albi

                                            Tiara Yaktsa
                                        ; Restaurant L'Or Bleu ; https://www.relaischateaux.com/us/france/restaurant/restaurant-l-or-bleu-alpes-maritimes-theoule-sur-mer
